company,industry,rating,title,job_title,employee_status,location,date,pros,cons,advice,recommends
FPT Software,CNTT - Phần mềm,2.0,"OT sấp mặt, lương bèo bọt",Web Developer,Nhân viên cũ,Hà Nội,26/03/2025,,"OT thì sấp mặt, lương trả thì bèo bọt, chẳng hiểu các anh chị em lấy động lực ở đâu để làm cho công ty này.m",,
FPT Software,CNTT - Phần mềm,4.0,⭐️⭐️⭐️⭐️ - Công ty có chế độ đãi ngộ tốt nhưng môi trường làm việc cần cải thiện.,Intern PHP Developer,Nhân viên cũ,Thanh Hoá,25/03/2025,,"Ưu điểm:? Lương bổng khá ổn, chế độ thưởng rõ ràng và minh bạch. ? Chính sách phúc lợi đầy đủ, có bảo hiểm, thưởng lễ Tết và các chế độ hỗ trợ khác. ? Công ty có lộ trình thăng tiến rõ ràng, tạo điều kiện để nhân viên phát triển.",,Có
FPT Software,CNTT - Phần mềm,4.0,Công việc ổn chế độ oke môi trường thoải mái,Tester,Nhân viên cũ,Hà Nội,25/03/2025,,Công việc ổn chế độ oke môi trường thoải mái. Không quá gò bó về mặt thời gian. Lương thưởng rõ ràng trả đầy đủ đúng ngày,,Có
FPT Software,CNTT - Phần mềm,3.0,Nên vào để trải nghiệm nhưng không nên ở lâu,Quản lý dự án,Nhân viên hiện tại,Hồ Chí Minh,25/03/2025,,"- Môi trường đa văn hóa, văn phòng đẹp, nhiều tiện ích, lương lậu ổn- Quy trình chuyên nghiệp, cmmi 5- Đa dự án, có thể gain nhiều global exp",,Có
FPT Software,CNTT - Phần mềm,5.0,"Công ty ổn, lương thưởng okie",JavaScript Developer,Nhân viên cũ,Hồ Chí Minh,24/03/2025,,"Môi trường làm việc okie, đồng nghiệp thân thiện, Sếp khá là okiee. Môi trường làm việc okie, đồng nghiệp thân thiện, Sếp khá là okiee",,Có
FPT Software,CNTT - Phần mềm,1.0,Báo lãi 30% hằng năm nhưng lương nhân viên thì thấp lè tè,Nhân viên,Nhân viên cũ,Hồ Chí Minh,24/03/2025,,"Không có ưu điểm nào về lương, phúc lợi, chế độ làm việc, môi trường làm việc, văn hóa công ty... được đề cập trong reviews này.",,Có
FPT Software,CNTT - Phần mềm,4.0,TrảI nghiệm khoá thực tập campuslink ở FPT software,Intern Tester,Nhân viên cũ,Hà Nội,24/03/2025,,"Thực tập theo trường campuslink, 1 ngày học 3 tiếng xong tự làm bài tập buổi còn lại, cũng có cơ hội trải nghiệm đi thực tế ngoài thời gian học ở trường",,Có
FPT Software,CNTT - Phần mềm,4.0,"Môi trường đồng nghiệp thân thiện, nhiều cơ hội học hỏi",Nhân Viên Nhân Sự,Nhân viên cũ,Hà Nội,24/03/2025,,"Công ty có môi trường làm việc chuyên nghiệp, khuyến khích sự chủ động và sáng tạo. Đồng nghiệp thân thiện, hỗ trợ nhau trong công việc.",,Có
FPT Software,CNTT - Phần mềm,5.0,Vị thế dẫn đầu trong ngành công nghệ thông tin (CNTT),NodeJS Developer,Nhân viên cũ,Hà Nội,23/03/2025,,"Là tập đoàn công nghệ lớn nhất Việt Nam, chiếm thị phần cao trong các lĩnh vực: Phát triển phần mềm, viễn thông, dịch vụ chuyển đổi số.Hoạt động tại hơn 27 quốc gia, mở rộng thị trường quốc tế (Mỹ, Nhật Bản, châu Âu…).",,
FPT Software,CNTT - Phần mềm,4.0,"Đáng trải nghiệm, nhiều thứ học hỏi",Intern Laravel Developer,Nhân viên cũ,Hà Nội,22/03/2025,,"Mt ổn,đồng nghiệp nice,lương thưởng rõ ràng,đãi ngộ ổnRevvbkurc biolo75tgRe456ikgễcnku5rgbjT545ikkỷec nmmmii",,
FPT Software,CNTT - Phần mềm,3.0,Đào tạo thực tập sinh,Kỹ sư phát triển phần mềm ERP,Nhân viên cũ,Hồ Chí Minh,22/03/2025,,"Khá nhiều task cho TTS, đào tạo tốt nhưng tùy vào phòng ban và người mentor, có ca phe, tea break, căn tin ngon, đi vòng vòng cũng thoải mái",,
FPT Software,CNTT - Phần mềm,5.0,"CÔNG VIỆC ỔN, MÔI TRƯỜNG LÀM VIỆC TỐT",Java Developer,Nhân viên hiện tại,Hồ Chí Minh,20/03/2025,,"Làm việc trong môi trường chuyên nghiệp, cơ sở vật chất ok, đồng nghiệp dễ mến, nhiều hoạt động và workshop được tố chức trong quá trình làm việc",,Có
FPT Software,CNTT - Phần mềm,4.0,Tốt cho thực tập sinh,Thực tập sinh QA,Nhân viên cũ,Hồ Chí Minh,19/03/2025,,"Tốt cho thực tập, nếu muốn học hỏi nhiều cũng có nhiều dự án, nhiều role có thể thực tập, có ca phe, tea break, căn tin ngon, đi vòng vòng cũng thoải mái",,
FPT Software,CNTT - Phần mềm,3.0,"Môi trường trẻ trung, OT chưa linh hoạt, cần cải thiện quy trình hỗ trợ nội bộ",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,19/03/2025,,"Đồng nghiệp thân thiện, môi trường trẻ trung năng động.Phúc lợi tạm chấp nhận được.Được support tận tâm các vấn đề hành chính khác.Phù hợp cho các bạn mới ra trường, chưa có nhiều kinh nghiệm.OT thường không được nhận trừ trường hợp giải trình được hoặc tùy vào PM. Còn lại đa số là cho nghỉ bù nhưng cũng khó mà sắp xếp để nghỉ.",,Có
FPT Software,CNTT - Phần mềm,3.0,"Ít OT, có trả công đầy đủ, đề xuất tăng cơ hội onsite và góp ý nội bộ",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,19/03/2025,,"Đa dạng dự án, có cơ hội onsite. Là nơi thích hợp cho juniorTuỳ thuộc vào dự án. Không hay phải OT. ma hiếm khi phải OT nhưng đôi khi team Nhật release sớm thì team mình cũng phải đi sớm. Được trả côngđầy đủ.",,Có
FPT Software,CNTT - Phần mềm,3.0,"Môi trường khá loạn, không có quy trình nếu ngồi bên Site của khách",Middle Business Analyst,Nhân viên cũ,Hà Nội,18/03/2025,,"Không có ý kiến gì cho tới thời điểm hiện tại, về cơ bản không có gìiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",,Có
FPT Software,CNTT - Phần mềm,3.0,"Môi trường làm việc tốt, đa dạng dự án, chính sách OT cần điều chỉnh",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,17/03/2025,,"Môi trường làm việc tốt. benefit tàm tạm. Onsite thì hên xuiOT tuỳ dự án. tiền OT có quy đổi qua ngày lương....môi trường làm việc xịn xò, nhiều dự án, sếp nice, đồng nghiệp hòa đồng, có cho làm việc hybridchia đôi tiền thành ngày nghỉ bù, nếu không nghỉ thì cuối năm mới được nhận nửa tiền đó",,Có
FPT Software,CNTT - Phần mềm,3.0,"Môi trường phù hợp người mới, có hỗ trợ đào tạo, chính sách OT rõ ràng",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,17/03/2025,,"Nhân viên trẻ, khoẻ năng độngPhù hợp với các bạn sinh viên mới ra trường hoặc người lâu năm cần nơi ổn định.Có hỗ trợ đào tạo và thi chứng chỉ, quá ngon cho các bạn juniorCái này tuỳ dự án tuỳ đơn vị. Dự án giá khủng thì mấy này chuyện nhỏLàm việc ở đây vì có cơ hội học hỏi không ngừng dành cho những người ra trường.FPT Software có chính sách OT với lương thưởng và nghỉ bù.",,Có
FPT Software,CNTT - Phần mềm,3.0,"Môi trường phù hợp người mới, quy trình rõ ràng, lương OT ổn định",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,17/03/2025,,"Mọi người thân thiệnChỉ giúp nhiệt tìnhLương thưởng mức okCó lương OT rõ ràng, không bị chậm và OT mức vừa phảiKhông khí làm việc và quy trình làm việc tốt, đặc biệt là đối với người mới vào nghề nói chung.Làm việc cho các BUL lớn như FHM và C99 tại công trường HCMC có thể mang lại bước tiến lớn về kinh nghiệm.",,Có
FPT Software,CNTT - Phần mềm,4.0,Ổn định nhưng không có training,Middle Business Analyst,Nhân viên hiện tại,Đà Nẵng,17/03/2025,,"Lương thưởng đầy đủ rõ ràng, dự án nhiều nên cũng không sợ.Phù hợp với bạn trẻ mới ra trường để va chạm học đc nhiều từ nhiều dự án",,Có
FPT Software,CNTT - Phần mềm,4.0,Intern Front-End FSoft,Intern Front-end developer,Nhân viên cũ,Hồ Chí Minh,16/03/2025,,"Văn phòng, không gian rộng thoáng. Anh chị trong team thân thiện, có mentor 1:1 support khi mình thực tập. Công ty hay tổ chức happy hour và những ngày lễ, có nhiều hoạt động.",,
FPT Software,CNTT - Phần mềm,4.0,"Đồng nghiệp thân thiện, giúp đỡ nhiều trong công việc",Thực tập sinh quản lý chất lượng,Nhân viên cũ,Thanh Hoá,16/03/2025,,"Anh/chị thân thiện, nhiệt tình, giúp đỡ, tạo nhiều cơ hội để mình phát triển. Có căng tin ngon, cơ sở hạ tầng tốt.",,
FPT Software,CNTT - Phần mềm,3.0,"Công ty tạm ổn, không có nhiều điều xảy ra với cá nhân",Web Developer,Nhân viên cũ,Hồ Chí Minh,14/03/2025,,"Cũng tùy vào đơn vị mà có văn hóa, quy trình khác nhau. Nhưng về cơ bản công ty cũng ổn, muốn học gì cũng dc, có thời gian xin là cho học hết, mang lại value cho bản thân.",,Có
FPT Software,CNTT - Phần mềm,3.0,Không thích hợp để làm lâu dài,Nhân Viên Kiểm Soát Chất Lượng (QC),Nhân viên cũ,Hà Nội,13/03/2025,,Có thể học hỏi được nhiều teck stack khi làm việc cho nhiều dự án khác nhau của các khách hàng khác nhau,,Có
FPT Software,CNTT - Phần mềm,3.0,"Lộ trình thăng tiến nhanh, chính sách OT rõ ràng, cần cải thiện bảo mật và thiết bị",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,07/03/2025,,"môi trường khá ổn, lương trả cho vị trí thấp thì thấp nhưng vị trí cao thì không phải dạng vừaDễ cho anh em muốn nhanh chóng lên senior hoặc lead sớmGiờ giấc linh hoạtChính sách học tập cho nhân viên thì tuyệt vờiOT lương trả đầy đủ đang hoàng mặc dù hơi thấp, toàn log cuối tuần nên vẫn đc x1.5 x2",,Có
FPT Software,CNTT - Phần mềm,3.0,Những năm tháng gắn bó với FPT,.NET Developer.,Nhân viên cũ,Hà Nội,13/03/2025,,"- Môi trường thoải mái đi muộn tới tận 11h chỉ mất 20k- Đồng nghiệp hòa đồng thoải mái ae support nhau tốt (ít nhất là team mình đang làm việc là như vậy)- Ai ở HN mà đơn vị có location là HL thì check-in 8h45 và check-out 17h15 vậy là ngày làm 7h30'- Lương nhận đầy đủ hàng tháng nếu ngày nhận lương rơi vào T7,CN thì sẽ nhận vào T2- Outsource nên nhiều loại dự án khác nhau để học hỏi- Nhiều khóa học khác nhau để nâng cao trình độ- Ai OT thì ngày thường 150%, cuối tuần 200% (50%/100% trả luôn phần conf lại quy thành ngày nghỉ bù nên ai cày được max 200h OT/1 năm thì cũng được thêm ~1 tháng lương nữa)- Có chế độ xjob kiểu là làm thêm 1 dự án cùng lúc nữa rate thì tùy theo rank và budget dự án(ai được PM ưu ái cho xjob thì cũng thêm 1 khoản ngon), có trang đăng xjob nhưng 98% là các PM đăng lên đúng quy trình chứ apply trên đấy không được gì",,Có
FPT Software,CNTT - Phần mềm,4.0,Tốt nhưng lâu thăng tiến,Operations Support Specialist,Nhân viên hiện tại,Hồ Chí Minh,12/03/2025,,"1. có sân banh, đóng tiền tháng, cũng ít, làm xong ra đá cho nóng2. có phòng Gym free, Yoga thì tính tiền3. có xe bus đưa đón4. văn hóa đoàn thể mạnh",,Có
FPT Software,CNTT - Phần mềm,5.0,Đào tạo tuyệt vời không có điểm nào để chê,Web Developer,Nhân viên cũ,Hà Nội,12/03/2025,,"Công ty có môi trường làm việc chuyên nghiệp, đồng nghiệp thân thiện, chế độ đãi ngộ tốt. Cơ hội phát triển rõ ràng, quy trình làm việc hiệu quả.",,
FPT Software,CNTT - Phần mềm,3.0,"Cũng ổn cho mấy bạn mới năm 3, 4",Web Developer,Nhân viên cũ,Hồ Chí Minh,12/03/2025,,"Cty outsource lớn. Tòa nhà riêng, nhiều tiện ích nội khu. Văn phòng rộng rãi. Nhân viên đa số là trẻ, năng động.Phù với cho các bạn mới làm quen với việc làm có quy trình",,Có
FPT Software,CNTT - Phần mềm,5.0,"Chất lượng làm việc Công ty có môi trường làm việc chuyên nghiệp, tốt",Intern Laravel Developer,Nhân viên hiện tại,Hồ Chí Minh,12/03/2025,,"Công ty có môi trường làm việc chuyên nghiệp, tốt, Công ty có môi trường làm việc chuyên nghiệp, tốt",,Có
FPT Software,CNTT - Phần mềm,3.0,Ổn đối với những người muốn an phận,IT Comtor,Nhân viên cũ,Hồ Chí Minh,12/03/2025,,"Cty outsource lớn.Tòa nhà riêng, nhiều tiện ích nội khu.Văn phòng rộng rãi.Nhân viên đa số là trẻ, năng động.",,
FPT Software,CNTT - Phần mềm,3.0,Đánh giá qua về FSoft,.NET Developer.,Nhân viên hiện tại,Hà Nội,12/03/2025,,"Môi trường làm việc tốt, có nhiều cơ hội để học hỏi, phù hợp với những người mới ra trường, chính sách rõ ràng,",,Có
FPT Software,CNTT - Phần mềm,4.0,"Ổn cho người mới, sinh viên mới ra trường",Thực tập sinh Kiểm tra chất lượng QC,Nhân viên cũ,Hồ Chí Minh,11/03/2025,,"Mentor dễ gần, đồng nghiệp thân thiện, thích hợp cho các bạn mới cần có sự học hỏi để làm đẹp CV. Có nhiều phúc lợi kể cả cho người mới",,
FPT Software,CNTT - Phần mềm,4.0,"Môi trường tương đối ổn, thích hợp cho các bạn build profile",Java Developer,Nhân viên cũ,Hồ Chí Minh,11/03/2025,,,"Môi trường làm việc thoải mái, linh động thời gian, không bắt buộc 100% work from office. Nếu vào được team dự án ổn thì grow up rất nhiều, profile cải thiện rất tốt sau vài năm.",Có
FPT Software,CNTT - Phần mềm,5.0,"Môi trường ổn, mọi thứ đều tốt",Web Developer,Nhân viên hiện tại,Hồ Chí Minh,11/03/2025,,"- Benefit tốt, cao hẳn so với thị trường - Chăm sóc đời sống nhân viên tốt - Giao tiếp tiếng anh hằng ngày",,Có
FPT Software,CNTT - Phần mềm,5.0,"cty tốt , mng nên thử làm một thời gian",Intern PHP Developer,Nhân viên hiện tại,Hồ Chí Minh,10/03/2025,,"trả lương đúng ,đồng nghiệp genz giúp đỡ rất nhiều cho các bạn mới , sếp phải gọi là siêu cấp dth ( mà chắc tùy sếp )",,Có
FPT Software,CNTT - Phần mềm,3.0,"Công việc ổn định, môi trường thoải mái nhưng chính sách tăng lương còn nhiều hạn chế",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,10/03/2025,,"Cty lớn nên nhân viên đc đảm bảo công việc và có dự án liên tụcThời gian làm việc thoải mái (thị trường nói Tiếng Anh).Môi trường vui vẻ, năng động.Trả đầy đủ, tuy nhiên luôn tìm cách cắt giảm chi phí =)))",,Có
FPT Software,CNTT - Phần mềm,4.0,"Môi trường làm việc chuyên nghiệp, có cơ hội phát triển nhưng phúc lợi cần cải thiện",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,10/03/2025,,"Môi trường làm việc chuyên nghiệp, đồng nghiệp thân thiện và hỗ trợ nhau trong công việc. Công ty tạo cơ hội để nhân viên phát triển, có nhiều chính sách khuyến khích nâng cao kỹ năng và thăng tiến.Được làm nhiều dự án nếu có thể sắp xếp thời gian. Mình từng làm 2 dự án cùng 1 lúc và có thể sắp xếp giữa các bên",,Có
FPT Software,CNTT - Phần mềm,4.0,"Môi trường làm việc, lộ trình thăng tiến",Java Developer,Nhân viên cũ,Hà Nội,10/03/2025,,"PM thân thiệnVăn hoá tốt, chế độ cho nhân viên đi làm ở Hoà Lạc quá tốt: xe đưa đón, phụ cấp gold để mua đồ trong khuôn viên",,Có
FPT Software,CNTT - Phần mềm,5.0,"Tốt để phát triển, học hỏi nhưng tùy dự án",Data Engineer,Nhân viên hiện tại,Hồ Chí Minh,09/03/2025,,cung cấp kho tài liệu tốt phục vụ cho việc học và phát triển. Đồng nghiệp thân thiện. Hay có các sự kiện lớn,,Có
FPT Software,CNTT - Phần mềm,3.0,"Đồng nghiệp thân thiện, OT được đảm bảo, quy trình làm việc phù hợp với người mới",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,07/03/2025,,"- Đồng nghiệp tốt bụng và cấp trên quan tâm, bao gồm cả một số quản lý.- Tiền làm thêm giờ hầu như được đảm bảo.Không khí làm việc và quy trình làm việc tốt, đặc biệt là đối với người mới vào nghề nói chung.- Đồ ăn và đồ uống khá ngon.",,Có
FPT Software,CNTT - Phần mềm,5.0,Tốt  phù hợp cho snh vên mới ra trường,Mobile Apps Developer,Nhân viên cũ,Hà Nội,06/03/2025,,"tốt  phù hợp cho snh vên mớ ra trường. giờ giấc làm việc thoải mái, sếp cũng okeee. Đồng nghiệp trẻ trung , năng động. sếp tạo rất nhiều điều kiện.",,Có
FPT Software,CNTT - Phần mềm,5.0,Thực tập tại công ty,Intern Backend Developer,Nhân viên hiện tại,Hồ Chí Minh,06/03/2025,,"Không biết mấy team khác như thế nào, đợt này mình intern thì được hướng dẫn rất chu đáo. Giao task từ dễ đến khó, từ document đến code có đủ cả, vẫn có deadline nhưng được nới lỏng ra. Mình cũng thích thú với DevOps, anh chị cũng tạo điều kiện cho mình được đụng vào cloud, set up các thứ",,Có
FPT Software,CNTT - Phần mềm,4.0,Đánh giá việc làm fpt - môi trường năng động xứng đáng để học hỏi và trao dồi kinh nghiệm,Java Developer,Nhân viên cũ,Hồ Chí Minh,06/03/2025,,"Đáng làm việc, môi trường năng động xứng đáng để học hỏi và trao dồi kinh nghiệm. Có nhiều thưởng và phúc lợi riêng cho nhân viên",,Có
FPT Software,CNTT - Phần mềm,4.0,"Văn hóa công ty thân thiện, học hỏi được nhiều về quy trình",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,06/03/2025,,"Mình làm ở đây cũng 1 khoảng thời gian và mình thấy ở đây là một môi trường tốt để phát triển skills. Học hỏi được nhiều về quy trình. Và cái mình thích nhất có lẽ là văn hoá . Mn thân thiện, niềm nở với nhau. Đi làm mệt nhưng vui. Mình giờ không còn làm ở fsoft nữa nhưng mình vẫn muốn trở lại fsoft. Nếu cty đẩy phúc lợi lên tốt hơn nữa thì không có gì để chê cả. 10 điểm không có nhưng",,Có
FPT Software,CNTT - Phần mềm,5.0,Tốt cho sinh viên mới ra trường,Kỹ sư Lập trình nhúng,Nhân viên cũ,Hồ Chí Minh,06/03/2025,,- Môi trường năng động- Dự án nhiều- Có nhiều hoạt động phát triển cá nhân- Văn phòng thiết kế đẹp,,
FPT Software,CNTT - Phần mềm,5.0,"Đáng để trải nghiệm, lấy kinh nghiệm",PHP Developer,Nhân viên cũ,Hà Nội,05/03/2025,,"Có thể có chút áp lực công việc khi dự án cần hoàn thành gấp gáp, khiến mọi người phải vất vả hơn.Đôi khi quy trình làm việc hơi rườm rà, làm mất thời gian của mọi người.Sự cạnh tranh để thăng tiến có thể khiến một số bạn cảm thấy lo lắng.Công nghệ thay đổi nhanh, đôi khi làm cho việc cập nhật trở nên khó khăn.Thời gian làm việc có thể kéo dài, khiến bạn ít thời gian cho sở thích cá nhân.Có thể chưa đủ linh hoạt trong việc làm từ xa ở một số vị trí.",,
FPT Software,CNTT - Phần mềm,4.0,Công ty dành cho mọi người thích ổn định,Tester,Nhân viên hiện tại,Thanh Hoá,04/03/2025,,"Tôi thích làm việc tại đây, Công ty dành cho mọi người thích ổn định Công ty dành cho mọi người thích ổn định Công ty dành cho mọi người thích ổn định Công ty dành cho mọi người thích ổn định",,
FPT Software,CNTT - Phần mềm,4.0,Công ty ổn cho người muốn ổn định,Front-end developer,Nhân viên cũ,Hà Nội,04/03/2025,,"Văn phòng đẹp, giờ giấc thoải mái. Đồng nghiệp thân thiện, thoải mái. Quy trình làm việc khá rõ ràng . Có nhiều dự án hay để học",,Có
FPT Software,CNTT - Phần mềm,1.0,"cty k ổn, thiếu nhân lực, vào ra như cơm bữa",Thực tập sinh vận hành,Nhân viên cũ,Hà Nội,04/03/2025,,"ưu điểm thì chắc là được cái văn phòng đẹp, fomo các thứ, đối diện là văn phòng VNG nên hay muốn nhảy sang đó làm",,Có
FPT Software,CNTT - Phần mềm,5.0,Học hỏi được nhiều về quy trình. Và cái mình thích nhất có lẽ là văn hoá,Nhân viên IT,Nhân viên hiện tại,Hà Nội,04/03/2025,,"Mình làm ở đây cũng 1 khoảng thời gian và mình thấy ở đây là một môi trường tốt để phát triển skills. Học hỏi được nhiều về quy trình. Và cái mình thích nhất có lẽ là văn hoá . Mn thân thiện, niềm nở với nhau. Đi làm mệt nhưng vui. Mình giờ không còn làm ở fsoft nữa nhưng mình vẫn muốn trở lại fsoft. Nếu cty đẩy phúc lợi lên tốt hơn nữa thì không có gì để chê cả. 10 điểm không có nhưng",,Có
FPT Software,CNTT - Phần mềm,5.0,Đôi khi deadline bị đẩy lên do tiến độ dự án,Thực tập sinh xử lý thông tin,Nhân viên hiện tại,Hồ Chí Minh,04/03/2025,,"Leader rất oke, hoà đồng, vui vẻ không hách dịch. Môi trường nhiều đồng nghiệp giỏi, có chuyên môn, vào làm trau dồi kinh nghiệm",,Có
FPT Software,CNTT - Phần mềm,4.0,Thực tập ở fpt software,Java Developer,Nhân viên cũ,Hồ Chí Minh,03/03/2025,,"Giờ giấc thoải mái. Tự do làm việc. Mọi người nên tận dụng thời gian này học thêm kiến thức đừng bỏ phí, vì mấy anh cũng không dạy nhiều lắm",,Có
FPT Software,CNTT - Phần mềm,3.0,"Lương vẫn thấp so với mặt bằng chung, đóng bảo hiểm ở mức cơ bản",Lập trình viên,Nhân viên hiện tại,Hà Nội,03/03/2025,,"Tòa nhà văn phòng đẹp, đầy đủ tiện nghi, được tiếp cận nhiều công nghệ. Hài lòng vì các dự án làm OT đều được trả lương OT. Môi trường làm việc trẻ trung,năng động, phù hợp các bạn sinh viên mới ra trường",,Có
FPT Software,CNTT - Phần mềm,4.0,"Môi trường tốt để phát triển, chỉ cần cải thiện thêm phúc lợi",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,03/03/2025,,"Mình làm ở đây cũng 1 khoảng thời gian và mình thấy ở đây là một môi trường tốt để phát triển skills. Học hỏi được nhiều về quy trình. Và cái mình thích nhất có lẽ là văn hoá . Mn thân thiện, niềm nở với nhau. Đi làm mệt nhưng vui. Mình giờ không còn làm ở fsoft nữa nhưng mình vẫn muốn trở lại fsoft. Nếu cty đẩy phúc lợi lên tốt hơn nữa thì không có gì để chê cả. 10 điểm không có nhưng.",,Có
FPT Software,CNTT - Phần mềm,4.0,"Lương thưởng bình thường, môi trường trẻ trung năng động",Fullstack Developer,Nhân viên hiện tại,Hà Nội,03/03/2025,,"Môi trường ổn định, ko có drama, anh em bạn bè vui vẻ, có nhiều hoạt động để anh em giải trí và WLB.",,Có
FPT Software,CNTT - Phần mềm,3.0,Một công ty outsource điển hình ở Việt Nam,Java Developer,Nhân viên hiện tại,Hà Nội,02/03/2025,,"Công ty lớn, chính sách ổn định, quy trình tốt. Có thưởng các ngày lễ. Dự án thì cũng 50/50, môi trường làm việc chuyên nghiệp, đồng nghiệp hỗ trợ nhau, cơ hội thăng tiến rõ ràng.",,Có
FPT Software,CNTT - Phần mềm,2.0,"Lương thấp thôi rồi, được cái tên bên ngoài vào làm mới thấy cái cảnh",Web Developer,Nhân viên hiện tại,Hà Nội,02/03/2025,,"- Có xe đưa rước- Bãi giữ xe rộng rãi- Văn phòng lớn, xứng với tầm cỡ FSoft- Đồ ăn căn tin giá hợp lí, 30k được 2 món mặnOT được trả đầy đủ, tuy nhiên OT quá nhiều",,Có
FPT Software,CNTT - Phần mềm,3.0,"Một số bộ phận làm việc vẫn chưa năng động, cơ chế đánh giá năng suất, hiệu quả còn nhiều lỗ hổng, chưa chính xác",Lập trình viên,Nhân viên hiện tại,Hà Nội,02/03/2025,,"Môi trường năng động, hệ thống quy trình, hỗ trợ tốt, lương thưởng có cải thiện so với thời gian trướcCông ty có môi trường làm việc năng động, trẻ trung, nhiều cơ hội phát triển",,Có
FPT Software,CNTT - Phần mềm,3.0,"Môi trường tốt, flexible, nhiều senior để học hỏi",Nhân viên IT,Nhân viên hiện tại,Hà Nội,02/03/2025,,"Môi trường tốt, flexible, nhiều senior để học hỏiNhiều hoạt động gắn kết, giải trí cho nhân viênOT có tính tiền đàng hoàng, quy trình rõ ràng, tùy dự án mới có OT",,Có
FPT Software,CNTT - Phần mềm,5.0,khong luong cho intern,Intern PHP Developer,Nhân viên hiện tại,Hồ Chí Minh,02/03/2025,,"van phong bu nhat vn, thuc tap sinh thi khong luong kha that vong vi da di lam cuc kho nhung khong luong",,
FPT Software,CNTT - Phần mềm,1.0,Trải nghiệm không mấy tích cực khi làm Fresher/Junior,Intern/Fresher UI/UX Designer,Nhân viên cũ,Hồ Chí Minh,01/03/2025,,"Không có ưu điểm nào về lương, phúc lợi, chế độ làm việc, môi trường làm việc, văn hóa công ty... được đề cập trong reviews này.",,Có
FPT Software,CNTT - Phần mềm,2.0,"Một số quy trình nội bộ có thể còn phức tạp hoặc chưa tối ưu, gây ảnh hưởng đến hiệu quả làm việc.",Web Developer,Nhân viên hiện tại,Hà Nội,01/03/2025,,"Công ty nhiều bạn trẻ, năng động, văn hóa vui chơi nhiều. Trả lương OT thấp hoặc không trả, vì thường các dự án phải OT là hết budget rồi",,Có
FPT Software,CNTT - Phần mềm,3.0,"Tăng lương thêm cho nhân viên. Nâng cấp bàn ghế, thiết bị",Lập trình viên,Nhân viên hiện tại,Hà Nội,01/03/2025,,Training nếu hết dự án cũ. Được làm nhiều dự án mới Outsource không được trả ot dù công việc đôi khi nhiều hơn,,Có
FPT Software,CNTT - Phần mềm,4.0,"Môi trường OK, đồng nghiệp hòa đồng",Nhân viên IT,Nhân viên hiện tại,Hà Nội,01/03/2025,,"Môi trường OK, đồng nghiệp hòa đồng, Sếp dễ tính. Tôi chưa OT lần nào, nhưng mà chế độ khá ổn, chắc cũng tùy BO, team",,Có
FPT Software,CNTT - Phần mềm,4.0,Công ty thích hợp cho người mới bắt đầu,Backend Developer,Nhân viên cũ,Hà Nội,01/03/2025,,"Anh em còn quý nhau tới giờ, hay rủ nhau đi nhậu, ăn uống. Có nhiều mối quan hệ quý giá, giúp ích rất nhiều dù đã nghỉ đc 7 năm.",,
FPT Software,CNTT - Phần mềm,1.0,"Có cơ hội làm việc với một số đồng nghiệp tốt nhưng hết dự án bị ép nghỉ không lương, phải ký hợp đồng nghỉ (CTT)",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,28/02/2025,,"Có cơ hội làm việc với một số đồng nghiệp tốt.Được trải nghiệm nhiều công nghệ khác nhau (dù phần lớn là lowcode, excel, html kéo thả).Nhận được tháng lương thứ 13 trước khi nghỉ.",,Có
FPT Software,CNTT - Phần mềm,4.0,"Môi trường làm việc linh hoạt, đồng nghiệp thân thiện và nhiều dự án toàn cầu",Nhân viên,Nhân viên hiện tại,Hồ Chí Minh,28/02/2025,,Môi trường làm việc. Con người. Có thể làm việc kết hợp. Khách hàng toàn cầu Bạn sẽ được hưởng ngày nghỉ bù và mức lương tương ứng.nơi làm việc và đồng nghiệp tốtnhiều dự ánCác phúc lợi và mức lương OT là bình thường nhưng bạn có thể tìm XJob để tăng thu nhập của mình,,Có
FPT Software,CNTT - Phần mềm,3.0,PM ăn hết thì fake news. Làm gì có PM nào 1 tay che trời mà ăn được,Lập trình viên,Nhân viên hiện tại,Hà Nội,27/02/2025,,"Fesher 6tr là họ trợ cấp cho bạn đào tạo 3-4 tháng, là học chứ không phải là làm, chưa tạo ra tí value nào cho F.Xong cái khóa đào tạo thì tùy năng lực mà được offer 10-13m base, cả income nữa cũng được 12-16m gross. Trừ trường hợp dốt quá thì học xong nó thải thôi. Còn vụ PM ăn hết thì fake news. Làm gì có PM nào 1 tay che trời mà ăn được",,Có
